crop,district,market,price,arrival,quantity,unit,literacy,forecast
Cotton,Mysuru,Mysuru Mandi,1936.12,2025-07-22,193,ton,81.8,Rain expected
Rice,Mysuru,Mysuru Mandi,2382.65,2025-10-23,1972,quintal,81.8,Heatwave
Cotton,Tumkur,Tumkur Mandi,1816.0,2025-08-07,1279,kg,80.8,Flood risk
Rice,Mysuru,Mysuru Mandi,3345.48,2025-07-31,2803,kg,81.8,Price may drop
Maize,davanagere,davanagere market,2322.09,2025-07-05,281,quintal,89.2,Price may drop
Tomato,chitradurga,chitradurga market,3407.11,2025-08-15,2404,quintal,81.8,Flood risk
Maize,Tumkur,Tumkur Mandi,1110.78,2025-09-08,1175,quintal,80.8,Rain expected
Cotton,davanagere,davanagere market,3059.99,2025-07-31,2489,quintal,89.2,Sunny weather
Cotton,Kolar,Kolar Market,1988.15,2025-07-23,1568,ton,58.7,Heatwave
Maize,Kolar,Kolar Market,1633.0,2025-10-26,2827,kg,58.7,Rain expected
Rice,Kolar,Kolar Market,3323.6,2025-09-16,2973,ton,58.7,Sunny weather
Wheat,Kolar,Kolar Market,2648.85,2025-08-28,709,quintal,58.7,Sunny weather
Rice,Kolar,Kolar Market,1695.91,2025-08-24,2846,kg,58.7,Heatwave
Rice,davanagere,davanagere market,721.26,2025-10-19,253,quintal,89.2,Heatwave
Tomato,Mysuru,Mysuru Mandi,1701.17,2025-09-04,1825,ton,81.8,Heatwave
Tomato,Tumkur,Tumkur Mandi,2497.11,2025-10-24,817,quintal,80.8,Flood risk
Tomato,davanagere,davanagere market,2862.8,2025-08-14,1577,quintal,89.2,Sunny weather
Tomato,Tumkur,Tumkur Mandi,2994.6,2025-10-18,1648,quintal,80.8,Cold wave
Rice,Tumkur,Tumkur Mandi,1588.67,2025-09-30,2833,quintal,80.8,Flood risk
Rice,davanagere,davanagere market,1382.47,2025-07-26,154,quintal,89.2,Cold wave
Tomato,Mysuru,Mysuru Mandi,1662.32,2025-08-06,275,quintal,81.8,Rain expected
Tomato,chitradurga,chitradurga market,3061.16,2025-07-09,1137,kg,81.8,Slight showers
Wheat,Tumkur,Tumkur Mandi,3472.45,2025-07-29,902,quintal,80.8,Rain expected
Wheat,Kolar,Kolar Market,2711.8,2025-07-02,2304,kg,58.7,Slight showers
Maize,davanagere,davanagere market,2645.68,2025-08-24,1711,kg,89.2,Flood risk
Maize,Tumkur,Tumkur Mandi,1329.99,2025-09-30,2774,ton,80.8,Rising prices
Maize,davanagere,davanagere market,938.29,2025-07-12,1022,quintal,89.2,Drought warning
Tomato,Kolar,Kolar Market,2025.42,2025-09-08,2316,ton,58.7,Slight showers
Rice,chitradurga,chitradurga market,2621.42,2025-07-19,2783,ton,81.8,Flood risk
Rice,chitradurga,chitradurga market,3418.01,2025-08-19,606,kg,81.8,Slight showers
Wheat,Tumkur,Tumkur Mandi,903.74,2025-10-02,2540,kg,80.8,Sunny weather
Maize,Mysuru,Mysuru Mandi,2472.57,2025-07-16,335,quintal,81.8,Flood risk
Maize,davanagere,davanagere market,2883.57,2025-07-18,2539,quintal,89.2,Heatwave
Maize,Kolar,Kolar Market,820.02,2025-09-10,2059,quintal,58.7,Slight showers
Cotton,davanagere,davanagere market,2370.25,2025-09-08,416,quintal,89.2,Heatwave
Tomato,davanagere,davanagere market,912.95,2025-08-10,1313,kg,89.2,Drought warning
Maize,Tumkur,Tumkur Mandi,916.47,2025-08-19,2500,quintal,80.8,Rain expected
Cotton,Tumkur,Tumkur Mandi,3486.94,2025-08-31,1896,ton,80.8,Cold wave
Wheat,Tumkur,Tumkur Mandi,2302.82,2025-07-17,2020,kg,80.8,Rising prices
Cotton,Kolar,Kolar Market,2118.72,2025-10-13,2935,kg,58.7,Flood risk
Maize,Kolar,Kolar Market,2627.69,2025-09-21,690,ton,58.7,Drought warning
Tomato,Kolar,Kolar Market,3242.81,2025-09-08,2487,ton,58.7,Rising prices
Rice,davanagere,davanagere market,2993.39,2025-07-27,79,ton,89.2,Stable
Cotton,Kolar,Kolar Market,2523.39,2025-07-06,1680,kg,58.7,Cold wave
Tomato,Tumkur,Tumkur Mandi,3068.84,2025-07-25,27,ton,80.8,Price may drop
Maize,Kolar,Kolar Market,1584.19,2025-08-07,572,ton,58.7,Price may drop
Cotton,chitradurga,chitradurga market,2883.75,2025-07-08,1735,quintal,81.8,Heatwave
Wheat,Kolar,Kolar Market,2791.7,2025-09-14,1923,quintal,58.7,Rain expected
Tomato,davanagere,davanagere market,1426.11,2025-09-29,2824,kg,89.2,Sunny weather
Tomato,Tumkur,Tumkur Mandi,1291.89,2025-09-16,799,quintal,80.8,Rain expected
Cotton,Kolar,Kolar Market,1767.86,2025-10-09,406,quintal,58.7,Drought warning
Cotton,Kolar,Kolar Market,1441.46,2025-08-23,737,ton,58.7,Flood risk
Wheat,Mysuru,Mysuru Mandi,3131.76,2025-09-28,1238,kg,81.8,Heatwave
Rice,Tumkur,Tumkur Mandi,2650.65,2025-08-08,797,ton,80.8,Rising prices
Cotton,Tumkur,Tumkur Mandi,1250.51,2025-08-10,2187,quintal,80.8,Cold wave
Maize,chitradurga,chitradurga market,2250.43,2025-09-26,1426,kg,81.8,Flood risk
Tomato,davanagere,davanagere market,1784.96,2025-09-02,2440,quintal,89.2,Stable
Cotton,Tumkur,Tumkur Mandi,2697.14,2025-07-09,2366,quintal,80.8,Flood risk
Wheat,Kolar,Kolar Market,3399.32,2025-09-26,529,kg,58.7,Price may drop
Tomato,Mysuru,Mysuru Mandi,1491.31,2025-08-12,1758,ton,81.8,Rain expected
Rice,chitradurga,chitradurga market,2287.8,2025-07-01,949,ton,81.8,Rising prices
Tomato,Kolar,Kolar Market,2175.2,2025-09-15,1722,ton,58.7,Price may drop
Wheat,davanagere,davanagere market,1081.01,2025-07-24,1662,ton,89.2,Stable
Maize,Mysuru,Mysuru Mandi,1229.51,2025-09-21,1770,ton,81.8,Rising prices
Cotton,Kolar,Kolar Market,805.78,2025-10-18,2253,kg,58.7,Flood risk
Tomato,davanagere,davanagere market,935.31,2025-07-25,144,quintal,89.2,Slight showers
Rice,chitradurga,chitradurga market,2194.07,2025-10-17,961,kg,81.8,Flood risk
Cotton,Kolar,Kolar Market,3468.09,2025-10-18,1674,ton,58.7,Rising prices
Tomato,Mysuru,Mysuru Mandi,2638.12,2025-09-10,1035,kg,81.8,Rising prices
Tomato,davanagere,davanagere market,2574.37,2025-09-08,1011,quintal,89.2,Rain expected
Maize,Mysuru,Mysuru Mandi,3492.86,2025-10-05,2303,quintal,81.8,Price may drop
Tomato,Tumkur,Tumkur Mandi,3205.07,2025-10-06,2729,quintal,80.8,Sunny weather
Wheat,Tumkur,Tumkur Mandi,2921.84,2025-08-17,2045,ton,80.8,Price may drop
Tomato,davanagere,davanagere market,826.02,2025-08-05,2187,quintal,89.2,Sunny weather
Wheat,Tumkur,Tumkur Mandi,3414.71,2025-09-20,2562,quintal,80.8,Flood risk
Tomato,Kolar,Kolar Market,3088.48,2025-08-25,1518,kg,58.7,Cold wave
Tomato,Mysuru,Mysuru Mandi,1169.37,2025-09-15,2439,ton,81.8,Sunny weather
Maize,Tumkur,Tumkur Mandi,1856.64,2025-08-07,2072,ton,80.8,Price may drop
Wheat,Mysuru,Mysuru Mandi,2557.04,2025-08-23,2299,kg,81.8,Price may drop
Cotton,Kolar,Kolar Market,3251.46,2025-09-02,1495,ton,58.7,Flood risk
Wheat,Tumkur,Tumkur Mandi,1638.54,2025-08-09,1570,ton,80.8,Drought warning
Rice,Tumkur,Tumkur Mandi,1776.21,2025-10-10,2438,kg,80.8,Heatwave
Tomato,chitradurga,chitradurga market,3046.58,2025-07-30,1602,quintal,81.8,Heatwave
Tomato,davanagere,davanagere market,1460.19,2025-07-21,1737,ton,89.2,Cold wave
Maize,davanagere,davanagere market,2642.56,2025-07-29,2612,quintal,89.2,Stable
Maize,chitradurga,chitradurga market,1894.64,2025-10-16,1912,quintal,81.8,Cold wave
Cotton,chitradurga,chitradurga market,3301.14,2025-08-30,2846,kg,81.8,Price may drop
Maize,Mysuru,Mysuru Mandi,1778.21,2025-07-26,357,ton,81.8,Cold wave
Maize,davanagere,davanagere market,1201.03,2025-09-04,1703,ton,89.2,Cold wave
Maize,Mysuru,Mysuru Mandi,2332.66,2025-07-27,960,kg,81.8,Drought warning
Maize,Tumkur,Tumkur Mandi,1746.76,2025-09-25,828,quintal,80.8,Drought warning
Maize,Kolar,Kolar Market,3111.42,2025-09-25,2303,kg,58.7,Stable
Maize,Tumkur,Tumkur Mandi,2830.67,2025-08-09,2489,quintal,80.8,Heatwave
Rice,Kolar,Kolar Market,3361.0,2025-07-17,2532,kg,58.7,Sunny weather
Tomato,Mysuru,Mysuru Mandi,2359.86,2025-10-25,1414,kg,81.8,Stable
Rice,Tumkur,Tumkur Mandi,2583.99,2025-09-26,1028,kg,80.8,Rising prices
Wheat,Mysuru,Mysuru Mandi,2205.61,2025-07-02,1949,ton,81.8,Flood risk
Tomato,chitradurga,chitradurga market,3379.66,2025-10-02,1791,ton,81.8,Flood risk
Tomato,davanagere,davanagere market,3278.15,2025-08-25,774,ton,89.2,Price may drop
Wheat,Mysuru,Mysuru Mandi,992.09,2025-09-30,2847,ton,81.8,Cold wave
Maize,chitradurga,chitradurga market,1151.03,2025-10-03,1583,ton,81.8,Drought warning
Wheat,Tumkur,Tumkur Mandi,2725.26,2025-08-18,1075,quintal,80.8,Rain expected
Wheat,Mysuru,Mysuru Mandi,2251.13,2025-07-29,1611,quintal,81.8,Cold wave
Maize,Tumkur,Tumkur Mandi,919.68,2025-09-12,1140,kg,80.8,Sunny weather
Maize,Kolar,Kolar Market,2727.63,2025-10-11,324,kg,58.7,Drought warning
Tomato,chitradurga,chitradurga market,851.97,2025-09-29,1504,kg,81.8,Slight showers
Wheat,Kolar,Kolar Market,2302.6,2025-10-18,531,kg,58.7,Rising prices
Rice,Tumkur,Tumkur Mandi,1298.85,2025-09-06,2400,quintal,80.8,Rising prices
Rice,davanagere,davanagere market,1333.3,2025-08-17,904,ton,89.2,Cold wave
Tomato,Mysuru,Mysuru Mandi,2658.58,2025-09-08,2312,kg,81.8,Rising prices
Wheat,Mysuru,Mysuru Mandi,3448.36,2025-10-08,1945,kg,81.8,Sunny weather
Cotton,davanagere,davanagere market,3499.25,2025-09-28,877,quintal,89.2,Drought warning
Maize,Kolar,Kolar Market,1564.4,2025-08-25,2694,quintal,58.7,Stable
Cotton,Kolar,Kolar Market,1635.57,2025-08-23,1282,quintal,58.7,Drought warning
Tomato,Mysuru,Mysuru Mandi,1289.77,2025-10-24,1304,kg,81.8,Sunny weather
Cotton,Tumkur,Tumkur Mandi,2849.82,2025-08-03,1665,quintal,80.8,Rain expected
Wheat,Tumkur,Tumkur Mandi,2927.44,2025-08-26,1611,kg,80.8,Sunny weather
Cotton,Kolar,Kolar Market,2880.68,2025-09-28,1133,ton,58.7,Stable
Maize,chitradurga,chitradurga market,1863.14,2025-10-12,1568,kg,81.8,Rain expected
Tomato,Kolar,Kolar Market,2814.22,2025-10-12,714,kg,58.7,Rain expected
Maize,davanagere,davanagere market,3478.59,2025-09-06,2769,kg,89.2,Sunny weather
Cotton,Mysuru,Mysuru Mandi,2119.34,2025-09-07,1191,quintal,81.8,Rain expected
Tomato,chitradurga,chitradurga market,2475.44,2025-08-03,459,quintal,81.8,Cold wave
Cotton,davanagere,davanagere market,2647.78,2025-10-20,2707,kg,89.2,Sunny weather
Tomato,Tumkur,Tumkur Mandi,1127.25,2025-10-10,628,ton,80.8,Drought warning
Rice,davanagere,davanagere market,3394.67,2025-10-12,2116,quintal,89.2,Rising prices
Tomato,Mysuru,Mysuru Mandi,2901.31,2025-07-15,1484,kg,81.8,Slight showers
Wheat,Kolar,Kolar Market,1804.92,2025-08-17,2619,kg,58.7,Price may drop
Cotton,Mysuru,Mysuru Mandi,2409.16,2025-10-20,1428,kg,81.8,Rising prices
Cotton,chitradurga,chitradurga market,3188.35,2025-07-17,859,quintal,81.8,Cold wave
Tomato,Kolar,Kolar Market,2968.25,2025-10-20,1529,ton,58.7,Stable
Wheat,chitradurga,chitradurga market,1347.9,2025-10-05,147,ton,81.8,Drought warning
Maize,Mysuru,Mysuru Mandi,1603.77,2025-07-03,2587,kg,81.8,Heatwave
Wheat,Kolar,Kolar Market,1032.45,2025-09-01,495,kg,58.7,Heatwave
Cotton,Tumkur,Tumkur Mandi,1100.74,2025-09-04,1204,kg,80.8,Price may drop
Cotton,Tumkur,Tumkur Mandi,1323.87,2025-07-01,325,ton,80.8,Slight showers
Wheat,davanagere,davanagere market,3352.34,2025-07-30,2741,kg,89.2,Slight showers
Maize,davanagere,davanagere market,3328.92,2025-08-24,1025,kg,89.2,Cold wave
Maize,davanagere,davanagere market,705.32,2025-09-01,2594,quintal,89.2,Price may drop
Wheat,Tumkur,Tumkur Mandi,3427.78,2025-07-19,1644,ton,80.8,Stable
Wheat,Kolar,Kolar Market,3238.44,2025-10-12,547,kg,58.7,Drought warning
Cotton,Kolar,Kolar Market,1636.06,2025-10-27,1525,quintal,58.7,Price may drop
Maize,chitradurga,chitradurga market,1435.78,2025-10-04,2654,ton,81.8,Stable
Wheat,Kolar,Kolar Market,3380.66,2025-10-06,1646,quintal,58.7,Stable
Maize,davanagere,davanagere market,1187.47,2025-09-02,76,quintal,89.2,Rising prices
Maize,Tumkur,Tumkur Mandi,3063.99,2025-10-05,1726,kg,80.8,Flood risk
Maize,Kolar,Kolar Market,2722.06,2025-10-26,742,kg,58.7,Flood risk
Rice,Tumkur,Tumkur Mandi,2987.77,2025-09-04,2609,kg,80.8,Cold wave
Rice,Mysuru,Mysuru Mandi,3097.71,2025-07-30,2626,quintal,81.8,Rising prices
Cotton,davanagere,davanagere market,3408.97,2025-09-02,806,kg,89.2,Sunny weather
Wheat,chitradurga,chitradurga market,2066.49,2025-07-09,286,ton,81.8,Rain expected
Maize,chitradurga,chitradurga market,1038.12,2025-09-18,1603,kg,81.8,Cold wave
Maize,Kolar,Kolar Market,1993.41,2025-10-15,1345,kg,58.7,Rain expected
Wheat,chitradurga,chitradurga market,2005.47,2025-10-22,1599,quintal,81.8,Rain expected
Tomato,davanagere,davanagere market,1969.72,2025-08-22,1916,kg,89.2,Slight showers
Cotton,chitradurga,chitradurga market,1213.63,2025-10-12,2334,kg,81.8,Stable
Rice,Kolar,Kolar Market,2417.16,2025-10-14,509,kg,58.7,Heatwave
Maize,Kolar,Kolar Market,2484.35,2025-07-21,575,kg,58.7,Drought warning
Tomato,chitradurga,chitradurga market,2235.54,2025-10-13,253,ton,81.8,Heatwave
Wheat,davanagere,davanagere market,972.67,2025-09-27,2453,ton,89.2,Drought warning
Rice,Mysuru,Mysuru Mandi,2704.11,2025-07-06,377,quintal,81.8,Rain expected
Wheat,chitradurga,chitradurga market,2135.43,2025-10-11,2188,quintal,81.8,Price may drop
Wheat,chitradurga,chitradurga market,3302.79,2025-08-17,1208,ton,81.8,Drought warning
Rice,davanagere,davanagere market,2189.56,2025-08-02,2227,quintal,89.2,Stable
Wheat,Kolar,Kolar Market,1579.1,2025-10-05,801,kg,58.7,Rising prices
Tomato,davanagere,davanagere market,2112.71,2025-07-09,1217,ton,89.2,Rain expected
Maize,Kolar,Kolar Market,2874.67,2025-10-06,2012,kg,58.7,Cold wave
Rice,chitradurga,chitradurga market,2700.48,2025-09-07,2205,ton,81.8,Sunny weather
Rice,Mysuru,Mysuru Mandi,3360.89,2025-08-17,2089,quintal,81.8,Heatwave
Maize,davanagere,davanagere market,3201.5,2025-08-25,1318,ton,89.2,Cold wave
Rice,Mysuru,Mysuru Mandi,1188.63,2025-10-09,1233,ton,81.8,Sunny weather
Rice,Tumkur,Tumkur Mandi,916.61,2025-10-14,1050,ton,80.8,Rising prices
Tomato,davanagere,davanagere market,2304.15,2025-10-05,2939,kg,89.2,Rain expected
Wheat,davanagere,davanagere market,3218.59,2025-07-19,2265,ton,89.2,Flood risk
Rice,davanagere,davanagere market,2803.92,2025-09-17,98,ton,89.2,Rising prices
Wheat,chitradurga,chitradurga market,1018.47,2025-10-24,1312,ton,81.8,Slight showers
Wheat,Kolar,Kolar Market,1847.5,2025-08-04,1899,ton,58.7,Rain expected
Tomato,Tumkur,Tumkur Mandi,1074.39,2025-07-23,27,ton,80.8,Slight showers
Cotton,Mysuru,Mysuru Mandi,1754.93,2025-09-10,1022,kg,81.8,Price may drop
Wheat,Mysuru,Mysuru Mandi,2918.46,2025-09-10,980,ton,81.8,Cold wave
Tomato,davanagere,davanagere market,2651.22,2025-07-02,1131,kg,89.2,Price may drop
Tomato,Tumkur,Tumkur Mandi,1062.64,2025-08-23,2714,quintal,80.8,Drought warning
Wheat,Mysuru,Mysuru Mandi,1140.02,2025-07-25,533,ton,81.8,Cold wave
Wheat,Mysuru,Mysuru Mandi,1892.47,2025-07-04,2890,ton,81.8,Stable
Maize,Mysuru,Mysuru Mandi,2669.76,2025-10-20,1762,kg,81.8,Sunny weather
Wheat,davanagere,davanagere market,1497.35,2025-10-20,1778,ton,89.2,Slight showers
Cotton,chitradurga,chitradurga market,3450.35,2025-09-29,2507,ton,81.8,Flood risk
Cotton,Mysuru,Mysuru Mandi,969.14,2025-07-25,563,kg,81.8,Heatwave
Maize,Kolar,Kolar Market,3145.97,2025-07-27,1732,ton,58.7,Rising prices
Rice,Tumkur,Tumkur Mandi,2353.04,2025-10-22,938,kg,80.8,Drought warning
Maize,chitradurga,chitradurga market,860.71,2025-10-13,2188,kg,81.8,Heatwave
Wheat,chitradurga,chitradurga market,2671.41,2025-07-03,764,ton,81.8,Rising prices
Wheat,davanagere,davanagere market,1371.02,2025-10-24,2659,kg,89.2,Rising prices
Tomato,chitradurga,chitradurga market,1521.12,2025-10-05,2310,kg,81.8,Rain expected
Rice,chitradurga,chitradurga market,3105.78,2025-09-09,2458,ton,81.8,Flood risk
Wheat,Mysuru,Mysuru Mandi,2100.79,2025-10-25,472,ton,81.8,Drought warning
Rice,Tumkur,Tumkur Mandi,1043.54,2025-08-11,762,kg,80.8,Stable
Tomato,chitradurga,chitradurga market,1364.58,2025-09-28,1026,ton,81.8,Price may drop
Rice,davanagere,davanagere market,1804.45,2025-10-25,1089,kg,89.2,Rain expected
Tomato,Kolar,Kolar Market,2157.42,2025-10-14,869,kg,58.7,Flood risk
Tomato,Mysuru,Mysuru Mandi,1689.34,2025-08-07,1063,kg,81.8,Stable
Tomato,davanagere,davanagere market,1487.07,2025-10-04,2715,kg,89.2,Stable
Rice,Mysuru,Mysuru Mandi,3040.29,2025-09-14,2276,kg,81.8,Slight showers
Rice,chitradurga,chitradurga market,1982.0,2025-09-15,1953,ton,81.8,Rain expected
Rice,Kolar,Kolar Market,1740.77,2025-08-03,2959,ton,58.7,Rising prices
Cotton,davanagere,davanagere market,2472.04,2025-07-11,308,ton,89.2,Drought warning
Tomato,davanagere,davanagere market,2204.81,2025-09-28,1712,ton,89.2,Sunny weather
Rice,Tumkur,Tumkur Mandi,2438.83,2025-07-30,837,ton,80.8,Price may drop
Cotton,Mysuru,Mysuru Mandi,2696.13,2025-09-27,2617,quintal,81.8,Drought warning
Cotton,Kolar,Kolar Market,2657.78,2025-10-27,752,ton,58.7,Rain expected
Maize,chitradurga,chitradurga market,842.11,2025-08-19,429,kg,81.8,Stable
Rice,chitradurga,chitradurga market,2844.47,2025-08-12,1991,kg,81.8,Cold wave
Rice,davanagere,davanagere market,1586.3,2025-10-17,782,quintal,89.2,Stable
Rice,Kolar,Kolar Market,1911.46,2025-07-29,1394,quintal,58.7,Rain expected
Cotton,Tumkur,Tumkur Mandi,2329.4,2025-07-30,979,quintal,80.8,Price may drop
Wheat,chitradurga,chitradurga market,2848.58,2025-08-12,433,kg,81.8,Slight showers
Tomato,chitradurga,chitradurga market,2950.13,2025-09-12,1602,kg,81.8,Cold wave
Cotton,chitradurga,chitradurga market,1615.66,2025-09-13,1571,kg,81.8,Sunny weather
Rice,davanagere,davanagere market,1989.89,2025-07-06,955,ton,89.2,Price may drop
Tomato,Mysuru,Mysuru Mandi,2929.13,2025-09-18,2290,ton,81.8,Cold wave
Tomato,Tumkur,Tumkur Mandi,1575.01,2025-08-31,2749,kg,80.8,Rain expected
Tomato,chitradurga,chitradurga market,1124.44,2025-09-23,460,kg,81.8,Drought warning
Tomato,Mysuru,Mysuru Mandi,1301.87,2025-08-11,360,kg,81.8,Drought warning
Rice,Kolar,Kolar Market,1271.04,2025-08-11,907,quintal,58.7,Price may drop
Cotton,Kolar,Kolar Market,2534.74,2025-10-10,1098,quintal,58.7,Flood risk
Tomato,chitradurga,chitradurga market,2272.12,2025-10-22,1609,ton,81.8,Heatwave
Cotton,davanagere,davanagere market,1994.04,2025-09-23,319,ton,89.2,Flood risk
Tomato,davanagere,davanagere market,2991.84,2025-07-06,347,quintal,89.2,Drought warning
Tomato,chitradurga,chitradurga market,1480.69,2025-09-09,1223,quintal,81.8,Price may drop
Tomato,Kolar,Kolar Market,3229.68,2025-08-29,1434,ton,58.7,Heatwave
Maize,Tumkur,Tumkur Mandi,2531.65,2025-07-07,2228,kg,80.8,Sunny weather
Tomato,davanagere,davanagere market,2417.59,2025-10-15,497,ton,89.2,Price may drop
Cotton,Mysuru,Mysuru Mandi,2267.83,2025-08-28,615,quintal,81.8,Stable
Rice,davanagere,davanagere market,2484.63,2025-09-09,245,quintal,89.2,Slight showers
Wheat,davanagere,davanagere market,1071.69,2025-10-10,2108,ton,89.2,Flood risk
Maize,Tumkur,Tumkur Mandi,1181.69,2025-07-08,2494,quintal,80.8,Cold wave
Rice,Mysuru,Mysuru Mandi,1051.88,2025-09-11,1511,quintal,81.8,Drought warning
Rice,Tumkur,Tumkur Mandi,3120.17,2025-10-05,622,kg,80.8,Flood risk
Rice,Mysuru,Mysuru Mandi,3063.08,2025-09-21,2535,kg,81.8,Flood risk
Tomato,davanagere,davanagere market,2996.57,2025-07-27,2248,quintal,89.2,Rain expected
Tomato,davanagere,davanagere market,756.31,2025-07-29,39,kg,89.2,Drought warning
Wheat,davanagere,davanagere market,2392.66,2025-09-10,810,kg,89.2,Price may drop
Tomato,davanagere,davanagere market,1796.02,2025-09-02,1653,ton,89.2,Stable
Tomato,davanagere,davanagere market,3055.43,2025-07-13,1364,kg,89.2,Price may drop
Maize,chitradurga,chitradurga market,1907.5,2025-07-22,2325,kg,81.8,Slight showers
Tomato,Kolar,Kolar Market,1028.45,2025-08-13,1734,ton,58.7,Rain expected
Wheat,Tumkur,Tumkur Mandi,2491.81,2025-07-11,895,kg,80.8,Drought warning
Maize,Mysuru,Mysuru Mandi,1557.35,2025-08-25,713,ton,81.8,Price may drop
Wheat,Kolar,Kolar Market,1783.14,2025-07-10,906,kg,58.7,Flood risk
Tomato,Kolar,Kolar Market,2079.93,2025-09-25,1899,quintal,58.7,Heatwave
Wheat,davanagere,davanagere market,1697.61,2025-10-14,1131,kg,89.2,Cold wave
Tomato,chitradurga,chitradurga market,1561.92,2025-09-06,2436,quintal,81.8,Rising prices
Tomato,Tumkur,Tumkur Mandi,2411.44,2025-07-09,142,quintal,80.8,Heatwave
Cotton,Tumkur,Tumkur Mandi,1761.2,2025-08-26,1157,ton,80.8,Price may drop
Rice,Kolar,Kolar Market,2452.09,2025-09-15,654,quintal,58.7,Stable
Maize,Tumkur,Tumkur Mandi,3243.17,2025-10-12,521,quintal,80.8,Rising prices
Tomato,chitradurga,chitradurga market,968.71,2025-09-15,1578,quintal,81.8,Slight showers
Maize,davanagere,davanagere market,1265.71,2025-09-14,2243,ton,89.2,Slight showers
Cotton,Mysuru,Mysuru Mandi,1323.95,2025-08-15,1196,quintal,81.8,Price may drop
Maize,Mysuru,Mysuru Mandi,3445.11,2025-08-05,2712,kg,81.8,Heatwave
Rice,Kolar,Kolar Market,2950.83,2025-07-30,2065,ton,58.7,Heatwave
Cotton,Kolar,Kolar Market,1221.98,2025-09-30,1668,kg,58.7,Heatwave
Rice,Tumkur,Tumkur Mandi,2225.17,2025-10-20,1416,quintal,80.8,Rising prices
Wheat,Tumkur,Tumkur Mandi,2862.96,2025-10-21,1699,kg,80.8,Drought warning
Rice,Tumkur,Tumkur Mandi,2950.27,2025-07-24,69,quintal,80.8,Drought warning
Cotton,Tumkur,Tumkur Mandi,2445.63,2025-07-07,1034,ton,80.8,Rain expected
Wheat,Kolar,Kolar Market,1454.77,2025-08-09,2429,kg,58.7,Flood risk
Maize,Mysuru,Mysuru Mandi,2946.39,2025-09-24,2816,kg,81.8,Drought warning
Cotton,davanagere,davanagere market,2638.54,2025-09-06,2698,ton,89.2,Slight showers
Wheat,Kolar,Kolar Market,2842.2,2025-09-07,454,ton,58.7,Slight showers
Rice,Kolar,Kolar Market,1704.79,2025-07-16,2982,quintal,58.7,Heatwave
Tomato,davanagere,davanagere market,1307.65,2025-09-13,1071,ton,89.2,Heatwave
Rice,Mysuru,Mysuru Mandi,2794.0,2025-10-27,2100,ton,81.8,Heatwave
Maize,Mysuru,Mysuru Mandi,1006.06,2025-09-08,678,kg,81.8,Cold wave
Rice,davanagere,davanagere market,3102.82,2025-10-01,1049,kg,89.2,Sunny weather
Tomato,chitradurga,chitradurga market,2759.21,2025-08-03,1309,kg,81.8,Price may drop
Tomato,Mysuru,Mysuru Mandi,2802.82,2025-08-01,1461,kg,81.8,Cold wave
Cotton,Kolar,Kolar Market,1161.13,2025-09-25,1623,quintal,58.7,Slight showers
Cotton,Tumkur,Tumkur Mandi,1651.34,2025-08-19,1050,quintal,80.8,Drought warning
Rice,Mysuru,Mysuru Mandi,804.76,2025-10-14,2639,kg,81.8,Slight showers
Wheat,Tumkur,Tumkur Mandi,3277.47,2025-08-03,132,kg,80.8,Drought warning
Maize,Tumkur,Tumkur Mandi,1136.71,2025-09-27,406,kg,80.8,Price may drop
Tomato,chitradurga,chitradurga market,3052.93,2025-08-01,1924,ton,81.8,Heatwave
Wheat,Kolar,Kolar Market,2377.74,2025-07-04,2328,quintal,58.7,Flood risk
Wheat,davanagere,davanagere market,972.65,2025-08-03,1447,ton,89.2,Heatwave
Wheat,davanagere,davanagere market,2785.86,2025-08-11,401,kg,89.2,Price may drop
Tomato,chitradurga,chitradurga market,3106.59,2025-08-13,2316,quintal,81.8,Price may drop
Wheat,Tumkur,Tumkur Mandi,806.77,2025-09-05,1503,ton,80.8,Stable
Rice,Tumkur,Tumkur Mandi,2449.02,2025-10-25,2611,quintal,80.8,Stable
Wheat,chitradurga,chitradurga market,3163.59,2025-07-21,982,ton,81.8,Drought warning
Wheat,chitradurga,chitradurga market,2674.64,2025-09-01,1081,ton,81.8,Rising prices
Wheat,chitradurga,chitradurga market,3360.48,2025-07-25,2527,kg,81.8,Sunny weather
Wheat,chitradurga,chitradurga market,2219.17,2025-09-27,2753,kg,81.8,Cold wave
Tomato,Kolar,Kolar Market,1962.05,2025-07-01,1963,kg,58.7,Heatwave
Rice,chitradurga,chitradurga market,885.43,2025-07-08,710,kg,81.8,Sunny weather
Rice,Tumkur,Tumkur Mandi,3037.55,2025-09-30,813,ton,80.8,Heatwave
Maize,Mysuru,Mysuru Mandi,828.12,2025-09-06,1833,ton,81.8,Drought warning
Rice,Tumkur,Tumkur Mandi,3194.18,2025-08-04,1480,quintal,80.8,Cold wave
Wheat,chitradurga,chitradurga market,2820.01,2025-08-18,326,kg,81.8,Drought warning
Rice,davanagere,davanagere market,1827.74,2025-10-10,2799,kg,89.2,Drought warning
Rice,Tumkur,Tumkur Mandi,1909.21,2025-08-19,570,quintal,80.8,Price may drop
Maize,Kolar,Kolar Market,2234.14,2025-08-16,728,ton,58.7,Rain expected
Cotton,Mysuru,Mysuru Mandi,2301.58,2025-08-04,528,kg,81.8,Rising prices
Maize,chitradurga,chitradurga market,1862.64,2025-08-11,1607,ton,81.8,Rising prices
